location,location_other,timezone,expenses,workspace,class_attendance,enrollment_changes,preferred_grading,flu_symptoms,tested,self_quarantined,know_positive,spring_break,harvard_handling,harvard_comments,govt_handling,govt_comments,normal_estimate,thoughts,year,gender,ethnicity,freshman_dorm,house,concentration
Family home,,-7,500,I have a quiet space to work but not reliable internet access,Mix of both live and recorded lectures/sections,I have not made grading or enrollment changes,Universal A/A-,Mild symptoms,No,I have self-quarantinined from family and friends,No,"No, I cancelled spring break plans",2,,1,,2-3 months,,2021,,,,,
Family home,,-4,20,I have reliable internet access and a quiet space to work,Watching live on Zoom,I have not made grading or enrollment changes,Optional pass/fail,Mild symptoms,No,"I have self-quarantined from friends, but not from immediate family",No,"No, I cancelled spring break plans",6,"It’s hard to have a perfect response (realistically). Harvard had to move everyone out, and I agree with that decision. It’s hard to do that perfectly in 5 days, so I do give Harvard credit for what they did, but also think that there was a lot of room for improvement in the details.",3,"I think that at this point, we need a national lockdown for 2-3 weeks, at which point we can consider returning the young and healthy to work with extensive testing and contact tracing. I don’t see any other “solution” at this point with out current situation.",3-6 months,,2021,Male,White,,Dunster,"Computer Science,    Physics"
Family home,,-4,250,I have reliable internet access but not a quiet space to work,Mix of both live and recorded lectures/sections,I have changed classes to pass/fail,Universal A/A-,No,No,"I have self-quarantined from friends, but not from immediate family",No,"No, I cancelled spring break plans",6,You all could be more upfront and help us out.  My classes are crazy and I have so much at home going on.  I feel like I hear rumors... when I should be hearing from u,3,,2-3 months,,2023,Male,White,Pennypacker,,Government
Family home,,-7,150,I have reliable internet access but not a quiet space to work,Mix of both live and recorded lectures/sections,I have not made grading or enrollment changes,Universal pass/fail,No,No,"I have self-quarantined from friends, but not from immediate family",No,"No, I cancelled spring break plans",8,,4,,12+ months,,2023,Female,"White,Middle Eastern or North African",Holworthy,N/A,History
Family home,,-4,100,I have reliable internet access and a quiet space to work,Watching recorded lecture,I have not made grading or enrollment changes,Universal A/A-,No,No,I have not self-quarantined after leaving campus,No,"No, I cancelled spring break plans",6,,3,,2-3 months,,2022,Male,White,N/A,Winthrop,Integrative Biology
Personal apartment/housing,,-4,,I have reliable internet access and a quiet space to work,Mix of both live and recorded lectures/sections,I have not made grading or enrollment changes,Universal A/A-,Mild symptoms,No,"I have self-quarantined from friends, but not from immediate family",No,"No, I cancelled spring break plans",8,"More information about who was in contact with people who have tested positive (news articles, tell you the floor of the people who tested positive, to then take necessary precautions). Also, sad about commencement. ",2,"- Lack of testing at airports
- Needed widespread lockdown earlier, b/c corona was unknowingly entering and lurking sooner
- Need more ventilators (should have war orders to build)
- Stronger bans on social gatherings",3-6 months,,2020,Female,White,Straus,Adams,Applied Mathematics
Family home,,-5,250,I have reliable internet access and a quiet space to work,Watching live on Zoom,I have not made grading or enrollment changes,None of the above,No,No,"I have self-quarantined from friends, but not from immediate family",No,"No, I did not have spring break plans",8,"I think they did a good job getting us off campus and supporting us on our way out, but the abrupt way they did so, without alerting staff and faculty beforehand, seems irresponsible to me. I also haven't seen a satisfactory update on how they are supporting staff financially during the crisis. We are the richest university in the nation. There is literally no moral justification for leaving staff without financial security.",3,,3-6 months,,2020,Female,Black or African American,Weld,Kirkland,Anthropology
Family home,,-7,200,I have reliable internet access and a quiet space to work,Watching live on Zoom,I have not made grading or enrollment changes,Universal A/A-,Mild symptoms,No,"I have self-quarantined from friends, but not from immediate family",No,"No, I cancelled spring break plans",6,"They could've given us more time to pack by cancelling classes and hw, but overall I think Harvard did a decent job. ",2,My state's (CA) government has thankfully been taking many precautionary measures to make up for the lack of support and action by the federal government.,2-3 months,It sucks,2023,Male,Asian,,,
Family home,,-4,0,I have reliable internet access and a quiet space to work,Watching live on Zoom,I have changed classes to pass/fail,Universal pass/fail,Mild symptoms,No,"I have self-quarantined from friends, but not from immediate family",No,"No, I cancelled spring break plans",7,"Overall it seems as though they provided adequate support and accommodations to those in need, but the scarcity of information from Harvard in the early days proved troubling.",1,Individual states are making generally adequate calls but the national government is a shitshow in terms of actual implementation of policies.,2-3 months,,2020,Female,White,,Pfoho,English
Family home,,-4,220,I have reliable internet access but not a quiet space to work,Mix of both live and recorded lectures/sections,I have not made grading or enrollment changes,Universal A/A-,No,No,I have not self-quarantined after leaving campus,No,"No, I did not have spring break plans",3,"Honestly I feel the lack of a plan for grading has made this first week of online classes very stressful. Further, they did not financially assist people nearly as much as they should have for the 5 day notice for moving out. It was extremely difficult to move out on such a short notice.",3,,6-12 months,,2023,Male,White,Wigglesworth,,"Applied Mathematics,Computer Science,    Statistics"
Family home,,-7,200,I have reliable internet access and a quiet space to work,Mix of both live and recorded lectures/sections,I have not made grading or enrollment changes,None of the above,No,No,"I have self-quarantined from friends, but not from immediate family",No,"No, I did not have spring break plans",3,,2,,3-6 months,,2021,Female,White,,Adams,English
Family home,,-7,400,I have reliable internet access and a quiet space to work,Mix of both live and recorded lectures/sections,I have not made grading or enrollment changes,Optional pass/fail,No,No,"I have self-quarantined from friends, but not from immediate family",No,"No, I did not have spring break plans",6,,4,,2-3 months,,2022,Male,White,,Currier,Government
